,Unnamed: 0,recipe_name,preparation_time,min_portion,max_portion,ingredients,steps,ingredient_count,duration_level,complexity_score
20,34,Flan de manjar,80,8,8,"1 taza de azúcar, 1 tarro de manjar (380 grs), 8 huevos, 1 litro de leche, 1/2 taza de azúcar (extra)","1-en un sartén colocar un poco de azúcar, cuando esta comience a tomar color, ir agregando poco a poco toda la taza de azúcar. a medida que se vaya derritiendo vaya revolviendo el azúcar para que vaya tomando el color caramelo y esto debe cocinarse a fuego medio. una vez listo el caramelo, con mucho cuidado debe esparcirlo sobre un molde de 24 cms. con orificio en el centro, por supuesto puede utilizar de otro tipo molde., 2-ahora comenzamos a preparar el flan mientras dejamos que se enfríe el molde en un lugar seguro., 3-para el flan colocar en un bol batir el manjar e ir incorporando los huevos, la 1/2 taza de azúcar y la leche. luego al momento de traspasar la mezcla al molde utilicen un colador., 4-este molde debe ir sobre otra fuente con agua fría (baño maría)., 5-llevar al horno por 1 hora a 350°f (180°c)., 6-puede dejar enfríar en el horno., 7-el molde debe estar completadamente frío antes de desmoldar., 8-una listo, refrigerar.",5,duracion Larga,50.57932263814617
21,37,Garbanzos con ostiones,35,4,4,"2 frascos o tarros de garbanzos cocidos, 40 ostiones limpios, 1 cebolla picada finamente, 1/2 diente de ajo picado, 1/2 tomate, sin piel y rallado, 1/2 taza de vino blanco, 1 cucharada de ají color, hojas de rúcula, aceite de oliva, sal marina y pimienta","1-en un sartén hacer un sofrito con la cebolla y un chorro de aceite de olive. a los 5 minutos agregar el ajo picado y sofreír a fuego medio para que no se queme., 2-agregar el ají color, revolver y luego agregar el vino y el tomate rallado. cocinar por unos 10 minutos para evaporar el vino., 3-agregar a este sofrito los garbanzos con todo el jugo de la conserva y cocinar unos minutos para que se evapore parte de este jugo. agregar sal y pimienta a gusto., 4-antes de servir, calentar muy bien una sartén con un poco de aceite y, cuando empiece a humear, poner los ostiones y dejar que se doren bien por una cara. esto tomará un poco más de un minuto si la temperatura es suficientemente alta., 5-dar vuelta y dejar un minuto más. agregar sal y pimienta sobre el guiso de los garbanzos agregando el jugo que se pueda recuperar de la sartén. a último momento decorar con unas hojas de rúcula o perejil como lo hice yo.",11,duracion Media ,42.15686274509804
22,39,Hallullas y día de la comida chilena,40,10,10,"3 tazas de harina sin polvos de hornear (420 grs), 1 sobre de levadura en polvo ( 7 grs), 1 cucharadita de azúcar (4 grs), 1 y un poquito más cucharadita de sal (8 grs), 1/2 taza de leche tibia (105°-115°f) (40°-46°c), 1/2 taza de agua tibia (105°-115°f) (40°-46°c), 3 cucharadas de manteca vegetal ( 42 grs) / pueden reemplazar por mantequilla","1-disolver la levadura en un poco de agua tibia la temperatura no debe exceder los (115°f) (46°c)., 2-en un bol colocar la harina con la sal y azúcar., 3-agregar la levadura disuelta, leche, agua y la manteca a temperatura de ambiente (si desea puede derretirla también)., 4-trabajar la masa hasta unir bien todos los ingredientes. dejar reposar la masa unos 20 minutos., 5-luego con la ayuda de un uslero extender la masa, para luego doblarla en dos., 6-de esta forma cortamos círculos de tamaño regular. colocamos estos círculos en una bandeja cubierta con papel de mantequilla (idealmente) y pinchamos la masa con un tenedor. dejamos reposar al menos 1/2 hora., 7-precalentar el horno a 400°f (200°c) y luego horneamos por uno 20 minutos como máximo., 8-*como alternativa si quiere que las hallulas le queden doradas y brillantes, puede mezclar una yema de huevo con un poquito de agua y con un pincel las pinta por encima. este paso es totalmente opcional.",7,duracion Media ,35.51693404634581
23,40,Helado de borgoña,35,6,6,"2 tazas de un buen vino tinto (si es chileno es mejor), 3/4 taza de azúcar granulada, 1 palo de canela (opcional), 1 taza de puré de frutillas (moler las frutillas naturales), 3/4 taza de crema líquida","1-en una olla colocar el vino, azúcar, canela. hervir por unos minutos o hasta que el azúcar se haya disuelto. y si desea retirar el alcohol del vino debe dejarlo hervir al menos por unos 8 a 10 minutos más. o usar la técnica de flambeado, pero esto es recomendado para quienes dominan este paso., 2-dejar que esta mezcla se enfríe y retirar el palo de canela., 3-luego unir la mezcla de vino con el puré de frutillas y crema., 4-se puede proceder a usar la máquina de helado o en el caso que no tenga debe guardar la mezcla en un pote de plástico hermético y llevarlo al congelador. después de 2 horas sacarlo y batir la mezcla por unos minutos, y posteriormente guardarlo en el congelador por un par de horas.",5,duracion Media ,28.5204991087344
24,41,Helado de cola de mono (trago chileno),20,10,10,"1 litro de leche líquida, 1 taza de azúcar granulada, 3 cucharaditas de café instantáneo en polvo, 1 taza (240ml) de aguardiente, 5 clavos de olor, 1 pedazo de cáscara de naranja, 1 pizca de nuez moscada en polvo, 1 cucharadita de esencia de vainilla, 2 palitos de canela","1-colocar en una olla la leche, azúcar, clavos de olor, cáscara de naranja, nuez moscada y palos de canela. revolver hasta disolver el azúcar. en una taza disolver las 3 cucharaditas de café con un poco de agua caliente. reservar. cuando la leche suelte el primer hervor, apagar el fuego y agregar el café y la esencia de vainilla. dejar enfriar. finalmente agregar el aguardiente. pasar la mezcla por un colador., 2-luego colocar la mezcla en una máquina para hacer helado y seguir la intrucciones del fabricante., 3-en caso de no contar con una máquina, coloque la mezcla en un envase plástico con tapa y la lleva al refrigerador por 2 horas. sacar del freezer y revolver enérgicamente por unos minutos y nuevamente llevar al freezer por varias horas antes de servir.",9,duracion Rapida,30.25846702317291
25,44,Kuchen de duraznos,75,12,12,"1 1/2 taza de harina para todo uso, sin polvos de hornear, 3/4 taza de azúcar granulada, 2 cucharaditas de polvos de hornear, 1/4 cucharadita de sal, 80 grs de taza de mantequilla fría, cortada en cuadros, 1/2 taza de leche, 1 huevo, 3 duraznos frescos pelados o 3 unidades de duraznos en conserva, 1 taza de crema de leche líquida, 1 cucharada de harina, 1/2 taza de azúcar, 1 huevo, 1 cucharadita de esencia de vainilla, 1 pizca de sal","1-precalentar el horno a 400°f (200°c)., 2-en un bol mezclar la harina, azúcar, polvos de hornear, sal. agregar la mantequilla para ir uniendo los ingredientes y lograr una especie de miga., 3-en otro bol batir el huevo y la leche. e incorporar a la mezcla anterior de harina. mezclar bien., 4-colocar esta mezcla en un molde de unos 24 cms enmantequillado., 5-colocar encima los duraznos cortados en gajos., 6-llevar al horno a la misma temperatura del precalentado por unos 15 minutos., 7-mientras en un bol mezclar la crema con la harina, evitando que se formen grumos. añadir el azúcar, huevo, esencia de vainilla y sal. mezclar bien., 8-sacar el molde del horno y colocar encima de la masa precocida la mezcla de crema., 9-llevar al horno nuevamente a 350°f (180°c) por unos 40 minutos., 10-tratar que quede dorado por encima., 11-una vez listo, dejar enfríar completamente antes de desmoldar.",16,duracion Larga,73.1283422459893
26,45,Kuchen de mermelada,55,10,10,"2 tazas (280 grs) de harina, 4 cucharadas (40grs) de azúcar flor (glas), 1 cucharadita (4 grs) de polvos de hornear, 1 huevo, 4 cucharadas (60 grs) de mantequilla blanda, ralladura de un limón, 1/2 taza de leche, 200 grs de mermelada del sabor que desee",,8,duracion Media ,45.14260249554367
27,48,Kuchen de manzana 2,70,8,10,"250 grs de harina, 170 grs de mantequilla sin sal, 1 cucharadita de sal, 1 cucharada de azúcar granulada, 1 yema de huevo, 6 cucharadas de leche líquida, 4 manzanas verdes idealmente, 20 grs de harina, 80 grs de azúcar rubia, 1 cucharada y media de esencia de vainilla, 1 pizca de nuez moscada, 1 cucharadita de canela en polvo, 1 yema, 20 ml de crema líquida, 1 cucharada de azúcar granulada, 1 pizca de sal, papel de aluminio","1-batir la mantequilla con el azúcar, agregar la yema, luego el resto de ingredientes secos (harina y sal) alternando con la leche. obtener una masa homogénea. hacer una bola, envolver en alusa plástico y guardar en refrigerador al menos por una hora. reservar., 2-pelar las manzanas, sacarles el centro y cortalas en rodajas. colocarlas en un bol y agregarles la vainilla., 3-en otro bol mezclar la harina, el azúcar, la nuez moscada y la canela. mezclar bien y adjuntarlo a las manzanas, revolver todo muy bien., 4-sacar la masa del refrigerador, dejar un poco de masa para el enrejado., 5-con el mismo alusa plast estirar la masa con la ayuda de un uslero. colocar la masa estirada en un molde de 22 cm. acomodar bien. luego agregar la mezcla de las manzanas. y con el resto de la masa, estirarla en forma rectángular y cortar huinchas delgadas. colocarlas intercaladas encima del kuchen., 6-mezclar todos los ingredientes y con la ayuda de un pincel, pintar encima del kuchen., 7-llevarlo al horno precalentado a 200° c (400°f) por 15 minutos. luego bajar el fuego a 180° c (350° f) por unos 25 minutos más y en este paso taparlo con papel de aluminio.",17,duracion Larga,72.9500891265597
28,49,Kuchen de mora,55,12,12,"80 grs.mantequilla, 1/2 taza de azúcar, 1 huevo, 2 tazas de harina cernida, 2 cucharaditas de polvos de hornear, 5 cucharadas de leche fría, 1 tarro de leche condensada, 3 yogurts naturales de 227 grs u 8 oz cada uno aproximadamente, también pueden yogurt griego, 200 grs de moras","1-relleno:, 2-mezclar los yogurts con la leche condensada, dejar reposar unos 20 minutos en el refrigerador., 3-masa:, 4-precalentar el horno a 350°f (180°c) batir la mantequilla con el azúcar y el huevo. agregar la harina con polvos de hornear, alternando con la leche., 5-poner en un molde de 23 cms enmantequillado., 6-extender la masa con la mano, dejando una pestaña por los lados., 7-precocer la masa por unos 10 a 15 minutos., 8-agregar las moras directo a la masa y encima cubrir con la mezcla de yogurth y leche condensada., 9-poner al horno nuevamente por unos 20 a 25 minutos, o hasta que la crema no se pegue en los dedos.",10,duracion Media ,49.68805704099822
29,51,Kuchen de nuez,70,12,15,"1/2 taza de mantequilla (100grs), 3/4 taza de azúcar granulada (140 grs), 1 huevo, 1 3/4 taza de harina sin polvos de hornear (200 grs), la ralladura de un limón, 2 tazas de nueces picadas, 1 tarro de leche condensada (397 grs app), 1 yema, 50 grs de mantequilla derretida","1-precalentar el horno a 350°f (180°c)., 2-preparar un molde de 24 o 26 cms. enmantequillarlo o rociar con aceite en spray., 3-para preparar la masa, colocar en un bol la mantequilla y el azúcar, batir muy bien durante unos 2 a 3 minutos. luego agregar el huevo entero y la ralladura del limón. mezclar bien y finalmente agregar la harina poco a poco., 4-formar una masa lisa, que no se pegue en las manos., 5-luego con cuidado extender la masa sobre el molde., 6-llevar al horno por unos 15 minutos., 7-mientras tanto preparar el relleno, mezclar las nueces picadas con la leche condensada., 8-agregar la yema de huevo y la mantequilla derretida. unir todo muy bien., 9-colocar este relleno sobre la masa y cubrir con papel de aluminio. llevar al horno por unos 30 minutos. luego retirar el papel de aluminio y llevar al horno nuevamente por unos 10 minutos hasta que esté dorado., 10-servir cuando esté completamente frío.",9,duracion Larga,54.76827094474153
30,52,Leche asada,35,8,8,"1 litro de leche, 1 taza (190 grs.app.) de azúcar granulada, 1 cucharadita de vainilla, 6 huevos, caramelo: 3/4 taza de azúcar granulada","1-batir los huevos enteros e ir agregando la leche, azúcar y vainilla. llevar a fuego suave hasta que se disuelva el azúcar. retirar., 2-preparar el caramelo: humedezca el azúcar granulada con 3 cucharadas de agua y lleve a fuego suave, hasta que se derrita completamente y tome color rubio, no debe revolver. bañe con este caramelo el fondo y las paredes de un molde., 3-colocar la mezcla de la leche en la fuente o molde y llevar al horno por unos 40 minutos a 400°f (200°c). dejar enfriar en el horno en la medida de lo posible.",5,duracion Media ,28.5204991087344
31,55,Locos con salsa verde,15,3,3,"1 cebolla mediana picada en cuadros, 1/2 taza de cilantro picado, 1/4 taza de perejil picado, 1/2 taza jugo de limón, sal y pimienta a gusto, 2 cucharadas de aceite de oliva, locos cocidos (2 o 3 unidades por persona), mayonesa a gusto, lechuga a gusto","1-juntar cebolla, cilantro, perejil, jugo de limón, sal, pimienta y aceite., 2-mezclar bien y dejar reposar unos 15 min., 3-para montar el plato, colocar de base lechuga, locos , mayonesa en el centro, y sobre cada loco colocar la salsa verde.",9,duracion Rapida,27.807486631016047
32,56,Manzanas asadas,50,4,4,"4 manzanas verdes, 2 cucharadas de mantequilla, (está ok si quiere usar margarina), 1 taza de azúcar morena o rubia, esencia de vainilla, agua","1-precalentar el horno 400°f (200°c), 2-ahuecar las manzanas con mucho cuidado, hay un accesorio ideal para las manzanas, como el que se ve en la foto arriba, pero si no tiene, use un cuchillo afilado., 3-en cada orificio colocar un poquito de mantequilla, azúcar y vainilla., 4-colocar las manzanas en una fuente con un poco de agua, y si gusta también puede colocar un poco más de azúcar en la base de la fuente., 5-llevar al horno por unos 35 a 40 minutos., 6-se debe formar una especie de caramelo en la base de la fuente, el cual puede usar para el momento de servir la manzana., 7-si desea puede servir este postre tibio acompañado del helado de su preferencia.",6,duracion Media ,38.14616755793226
33,60,Paila marina,35,6,4,"1 cucharada de aceite, 1/2 unidad de cebolla picada en cuadros finos, ají color, orégano seco, sal y pimienta, 1 kg de almejas con concha, 500 grs de choritos con concha, 4 medallones de pescado (congrio idealmente o algún otro bien firme), 1 taza de vino blanco, 2 a 3 tazas de caldo de pescado o de verduras, 1 taza de tomates en conserva idealmente, gotas de salsa de ají, 150 grs de lenguas de machas (navajuelas también sirven), perejil o cilantro para decorar","1-en una olla grande calentar el aceite y freír la cebolla por unos 5 minutos o hasta que esté transparente sin dorar. sazonar con los aliños : ají color, orégano, sal y pimienta a gusto., 2-agregar las almejas y choritos lavados. cocinar por unos 3 minutos., 3-agregar el pescado y cocinar por unos 2 minutos. añadir el vino, caldo, tomates y gotas de salsa de ají., 4-cocinar la mezcla por unos 12 minutos., 5-al final se agregan las machas y se cocinan por unos 3 minutos., 6-servir caliente, idealmente en un plato de greda decorado con perejil.",14,duracion Media ,48.97504456327985
34,61,Palta reina,35,2,2,"1 palta (aguacate), 1 pequeño trozo de morrón rojo (opcional), 1/2 pechuga de pollo, 1 a 2 cucharadas de mayonesa, 6 hojas de lechugas, 1 aceituna, sal y pimienta a gusto, aliño para la lechuga: sal, aceite y limón (opcional)","1-colocar la media pechuga de pollo en el horno a 400°f (200°c) por unos 20 a 25 minutos., 2-una vez listo el pollo, dejar enfríar y cortar en pequeños trozos., 3-mezclar el pollo cortado con una o dos cucharadas de mayonesa, pueden agregar morrón rojo picado fino, aliñar con pimienta también si gustan., 4-picar las hojas de lechuga, y en esta paso pueden aliñarla con sal, aceite y limón (o simplemente la sirven así sin aliñar), luego colocar como base la lechuga en un plato de entrada, encima colocan la mitad de la palta (aguacate) y la cual se rellena con el pollo y sobre el pollo decorar con la mitad de una aceituna.",9,duracion Media ,37.61140819964349
35,62,Palta cardenal,15,2,2,"1 palta (aguacate), 3/4 taza de camarones limpios y cocidos (yo compré crudos y los salteé en mantequilla), 2 cucharadas mayonesa (de buena calidad), 1/2 cucharada de limón (opcional), perejil o cilantro picado, lechuga picada, 1/2 unidad de tomate, sal a gusto","1-en un plato de entrada colocar de base lechuga picada, suficiente para cubrir el plato., 2-cortar la palta (aguacate) por la mitad. retirar el cuesco y con la ayuda de una cuchara retirar con cuidado la cáscara también., 3-en un pequeño bowl mezclar los camarones y mayonesa, si gusta puede agregar un poco de jugo de limón., 4-con esta mezcla rellenar la palta (aguacate)., 5-esparcir perejil o cilantro picado encima., 6-colocar dos gajos de tomate en cada plato.\xa0",8,duracion Rapida,25.53475935828877
36,63,Pan amasado versión 01,20,8,8,"5 tazas de harina para todo uso y sin polvos de hornear, 5 cucharaditas de manteca a temperatura de ambiente, 1 sobre de levadura en polvo de 7 grs ( es una cuchadara y media), 1 1/2 cucharadita de sal, 1 cucharadita de azúcar granulada, 1 taza de agua a temperatura de ambiente, 1 yema de huevo (opcional)","1-colocar la harina en un bol. hacer un hueco en el centro e ir colocando todos los ingredientes., 2-primero la levadura, azúcar, sal , manteca (va así sin derretir) y agua., 3-mezclar cuidadosamente hasta integrar todos los ingredientes., 4-formar una bola y dejar reposar en un bol por 1 o 2 horas., 5-sacar la masa y amasar por un rato., 6-luego dividir la masa en 8 o 10 unidades iguales. ovillar cada trozo, o sea formar con la masa bolas más pequeñas y colocarlas en la lata o bandeja del horno cubierto con papel de mantequilla., 7-dejar reposar nuevamente la masa por una 1/2 hora al menos., 8-precalentar el horno a 375°f (190°c)., 9-luego aplanar con las manos cada pan., 10-es absolutamente opcional pincelar encima de cada pan con yema de huevo batida con un poco de agua o leche., 11-pinchar cada pan con un tenedor encima., 12-hornear por unos 20 minutos., 13-deben quedar dorados por encima.",7,duracion Rapida,25.71301247771836
37,64,Pan amasado fácil,35,8,8,"500 grs de harina, 7 grs de levadura seca en polvo (21 grs de levadura fresca), 8 grs (1 cucharadita) de azúcar, 8 grs (1 cucharadita) de sal, 80 grs de manteca (usé vegetal, pero pueden usar de cerdo) a temperatura de ambiente, 250 cc de agua tibia",,7,duracion Media ,33.065953654188945
38,66,Pan marraqueta o pan batido,35,12,12,"1 kilo de harina (apróximadamente 8 tazas de harina), 600 cc de agua a temperatura de ambiente, 1 cucharada de sal (14 grs), 15 grs de levadura granulada, 1 cucharadita de azúcar","1-en una taza colocar un poco de agua tibia, disolver la levadura junto con el azúcar., 2-dejar reposar 10 minutos., 3-mientras tanto en un bol grande colocar la harina y la sal., 4-agregar la levadura y el agua., 5-formar una masa uniforme y semi blanda.amasar por unos 8 minutos., 6-colocar la masa en un bol grande con un poco de aceite en spray (puede usar mantequilla), 7-dejar fermentar unos 30 minutos., 8-luego dividir la masa en porciones de 100 grs cada uno, puede usar su propia mano para calcular y sacar la porción que sean iguales., 9-ovillar cada porción, se refiere a formar bolitas bien parejas con la palma de la mano y en forma círcular., 10-dejar la masa reposar nuevamente unos 20 minutos., 11-unir de a dos porciones y amasar levemente para que queden más alargados. luego con un accesorio (yo usé mi afilador de cuchillos porque era del grosor perfecto) dividir la masa en el medio como se aprecia en las fotos., 12-ir colocando el pan en una bandeja con papel de mantequilla. otra manera es colocando el pan en una bandeja enmantequillada., 13-precalentar el horno a 400°f (200°c)., 14-idealmente dejar reposar nuevamente el pan por unos 20 minutos al menos, antes de llevarlos al horno., 15-finalmente hornear por unos 18 minutos o hasta que esté dorado el pan por encima a la misma temperatura.",5,duracion Media ,28.5204991087344
39,67,Pan de pascua,85,12,12,"4 tazas de harina, 2 cucharaditas de polvos de hornear, 3 huevos, 1 taza de azúcar flor, 1 taza de leche, 1 cucharada de mantequilla, 1/2 cucharadita de crémor tártaro (opcional) lo venden en tiendas de reposteria, 1/2 cucharadita de bicarbonato, 3 cucharadas de pisco o ron, 1/2 cucharadita de canela en polvo, 1/2 cucharadita de clavo olor en polvo, 1/2 taza de pasas, 1/2 taza de nueces picadas, 1/2 de frutas confitadas, ","1-batir las claras ligeramente. reservar., 2-en otro bol batir la mantequilla con el azúcar hasta que esté cremosa. agregar las yemas y luego las claras batidas. mezclar bien., 3-luego agregar los ingredientes secos (harina, bicarbonato, crémor, polvos de hornear) alternando con la leche y el pisco., 4-luego la canela y el clavo de olor., 5-enseguida incorporar las frutas enharinada ( pasas, frutas confitadas y nueces)., 6-vaciar a una molde para pan de pascua o en su efecto un molde de papel como muestro en la foto, esos son ideales también para preparar panettones., 7-hornear a 350° f (180°c) por 1 hora., 8-verificar la cocción interna del pan, clavándole un palo de brocheta por ejemplo, en el centro de la masa. debe salir seco.",15,duracion Larga,75.75757575757575
40,68,Pan para completo (hot dog),42,8,8,"1 taza de agua (237 ml), 1/4 taza (60 ml) de leche, 2 cucharadas de mantequilla (28 grs), 4\xa0 1/4 taza de harina (600 grs), 2\xa0 1/4 cucharaditas de levadura seca en polvo (7grs), 2 cucharadas de azúcar granulada, 1 1/2 cucharadita de sal, 2 huevos batidos, 1 yema de huevo más 1 cucharada de agua","1-en una olla pequeña colocar el agua, leche y mantequilla. no debe hervir esta mezcla. retirar del fuego a lo que se empiece a derretir la mantequilla. si gustan también pueden usar el microondas, por un minuto., 2-luego en un bowl o mezcladora colocar 2 tazas de harina, levadura, azúcar y sal. mezclar bien e ir agregando la mezcla tibia (no caliente) de leche, agua y mantequilla., 3-añadir los huevos batidos y el resto de harina., 4-deben amasar por al menos unos 8 minutos, la masa no debe quedar pegajosa, si eso le pasa, debe\xa0 agregar poquitos de harina extra, hasta lograr una masa pareja y sin que se pegue., 5-formar una bola grande y dejar reposar unos 30 minutos., 6-una vez listo el reposo y que la masa haya aumentado el doble de su volumen, dividirla en 8 porciones iguales., 7-formar con cada porción un rollo alargado de unos 15 cms aproximadamente., 8-dejarlos en una bandeja para que repose unos 20 minutos., 9-precalentar el horno a 200°c (400°f)., 10-batir la yema y agua. pincelar con esta mezcla sobre cada pan., 11-hornear por unos 12 minutos a la misma temperatura.",9,duracion Media ,41.04278074866311
41,71,Panqueques con manjar,25,6,6,"1 taza de harina cernida, 3 huevos, 1 taza de leche, manjar","1-batir los 3 huevos enteros, luego agregar la taza de leche y finalmente la harina cernida. revolver hasta que no quede ningún grumo de harina., 2-calentar el sartén con una gota de aceite. echar de cucharadas. se puede utilizar el cucharón y una porción de este estaría bien por porción. una vez que se despeguen las orillas voltear el panqueque, para cocinarlo por el otro lado, esto dura un minuto apróximadamente., 3-retirar el panqueque del sartén, luego extender el panqueque en un plato y rellenarlo con suficiente manjar y enrollar.",4,duracion Media ,21.345811051693403
42,73,Pastel de choclo en masa,102,8,8,"1 taza y 1/2 (180grs.) de harina sin polvos de hornear, 1/2\xa0cucharadita de sal, 110\xa0grs de mantequilla sin sal fría cortada en pequeños trozos, 40\xa0ml de agua fría, papel de plástico, 900\xa0grs. de choclo congelado dulce, 1/2\xa0taza de leche líquida, 6\xa0hojas albahaca, sal a gusto, 400 grs de carne molida, 1\xa0cebolla, 1\xa0o 2 dientes de ajo, 1/4 cucharadita de comino, 2\xa0cucharadas de aceite, 3\xa0cucharadas de pasas, 8\xa0aceitunas, 2\xa0huevos duros, aliños para el pino a gusto: sal, pimienta, orégano, ají color., 1/2\xa0cucharadita de harina (opcional)","1-idealmente en el procesador de alimentos (sino simplemente se trabaja en un bol a mano)., 2-mezclar la harina, sal y azúcar., 3-agregar la mantequilla cortada en pequeños trozos e ir pulsando poco a poco. ( también se puede usar los dedos y se debe ir incorporando la mantequilla para mezclar bien con los ingredientes secos)., 4-luego se agrega el agua., 5-una vez unidos bien todos los ingredientes se forma una bola y se envuelve la masa en el papel de plástico y se lleva al refrigerador por una hora., 6-pasada la hora, se precalienta el horno a 400°f (200°c)., 7-se retira del refrigerador la masa y con la ayuda del mismo papel de plástico se extiende en un molde de 26 cm. dejando unos pequeños bordes., 8-hornear por unos 12 minutos., 9-se pasa el choclo por un procesador de alimentos o licuadora., 10-una vez molido el choclo se coloca en una olla., 11-se agregan las hojas de albahaca y con una cuchara de madera se va revolviendo hasta que comience a hervir, se va alternando con la leche restante., 12-lo ideal es que se vea el fondo de la olla o que espese lo suficiente., 13-sazonar con sal, algunas personas les agregan en este punto un poco de azúcar., 14-reservar., 15-se corta la cebolla en cuadros finos, el ajo también y se fríen en un sartén hasta que esté dorada la cebolla., 16-luego se agrega la carne molida, los aliños y las pasas., 17-\xa0si esta preparación se seca mucho, se puede agregar un poco de agua o caldo de carne., 18-cocinar por unos 15 minutos a fuego medio bajo., 19-si cocción de la carne queda muy líquida se espesa con la cucharadita de harina., 20-idealmente dejar reposar el pino hasta que esté frío., 21-encender el horno a 200°c\xa0 (400°f) nuevamente., 22-una vez precocida la masa se coloca el pino de carne y se distribuye bien., 23-sobre este pino se pone rodajas de huevo cocido y aceitunas., 24-luego se cubre la pastelera y se lleva al horno por 15 minutos o hasta que esté dorado por encima., 25-de manera opcional antes de ponerlo en el horno pueden rociar por encima con azúcar granulada.",22,duracion Larga,100.0
